CASE_NO,STARTED,CLOSED,CaseType,CaseSubType,SITE_ADDR,SITE_CITY,SITE_STATE,SITE_ZIP,Case_Count,Case_Completion
CE2017-0291,9/22/2017 12:00:00 AM,3/30/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,503 CINDY CT,CORONA,CA,92882,1,1
CE18-0348,3/21/2018 12:00:00 AM,4/5/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,4081 INVERNESS DR,CORONA,CA,92883,1,1
CC25-0213,2/18/2025 12:00:00 AM,4/18/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1491 CHERRYWOOD CIR,CORONA,CA,92881,1,1
CC24-1517,9/24/2024 12:00:00 AM,10/22/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2921 LANCASTER LN,CORONA,CA,92882,1,1
CE02-0880,8/6/2002 12:00:00 AM,8/7/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1074 AQUAMARINE LN,,,,1,1
CE06-0845,8/28/2006 12:00:00 AM,9/20/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1715 S LINCOLN AV     ,,,,1,1
CE06-0586,7/17/2006 12:00:00 AM,9/12/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1050 ELMHURST ST     ,,,,1,1
CE08-0627,4/5/2008 12:00:00 AM,8/28/2008 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1614 SPYGLASS DR     ,,,,1,1
CE02-0782,7/11/2002 12:00:00 AM,7/18/2002 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,133 N COTA ST,,,,1,1
CC23-0810,5/30/2023 12:00:00 AM,6/7/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AVE,CORONA,CA,92881,1,1
CC24-0135,1/24/2024 12:00:00 AM,5/8/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AVE,CORONA,CA,92881,1,1
CC25-0352,3/22/2025 12:00:00 AM,3/22/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 ONTARIO AVE,CORONA,CA,92881,1,1
CC25-0353,3/22/2025 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 ONTARIO AVE,CORONA,CA,92881,1,0
CC25-0410,4/2/2025 12:00:00 AM,4/2/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AVE,CORONA,CA,92881,1,1
CC25-0446,4/9/2025 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 ONTARIO AVE,CORONA,CA,92881,1,0
CE19-0382,4/10/2019 12:00:00 AM,5/14/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AV,CORONA,CA,92881,1,1
CE21-0432,4/27/2021 12:00:00 AM,6/22/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AVE,CORONA,CA,92881,1,1
CE22-0049,1/25/2022 12:00:00 AM,7/13/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AVE,CORONA,CA,92881,1,1
CC24-0458,4/1/2024 12:00:00 AM,4/17/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AVE,CORONA,CA,92881,1,1
CC24-0615,5/2/2024 12:00:00 AM,8/27/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AVE,CORONA,CA,92881,1,1
CE03-0171,2/27/2003 12:00:00 AM,3/19/2003 12:00:00 AM,CODE ENFORCEMENT,USE,1375 E ONTARIO AV,,,,1,1
CE01-1038,9/24/2001 12:00:00 AM,9/26/2001 12:00:00 AM,CODE ENFORCEMENT,SIGN,1375 E ONTARIO AV,,,,1,1
CE16-0553,5/14/2016 12:00:00 AM,5/28/2016 12:00:00 AM,CODE ENFORCEMENT,,1375 E ONTARIO AV ,,,,1,1
CE18-0775,6/6/2018 12:00:00 AM,6/11/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1375 E ONTARIO AV,CORONA,CA,92881,1,1
CC24-0714,5/16/2024 12:00:00 AM,6/17/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,922 W SEVENTH ST,CORONA,CA,92882,1,1
CE02-0444,4/16/2002 12:00:00 AM,5/3/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,922 W SEVENTH ST,,,,1,1
CE05-0076,1/20/2005 12:00:00 AM,10/11/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,922 W SEVENTH ST     ,,,,1,1
CE05-0077,1/20/2005 12:00:00 AM,,CODE ENFORCEMENT,PROP,922 W SEVENTH ST     ,,,,1,0
CE21-0077,2/2/2021 12:00:00 AM,5/14/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2164 BEATRICE DR,CORONA,CA,92879,1,1
CE22-1570,10/28/2022 12:00:00 AM,10/24/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2164 BEATRICE DR,CORONA,CA,92879,1,1
CC25-0584,5/5/2025 12:00:00 AM,11/4/2025 12:00:00 AM,CODE ENFORCEMENT,PROPERTY MAINTENANCE,116290066 CROWN RANCH,CORONA,CA,92881,1,1
CC25-0748,5/27/2025 12:00:00 AM,8/21/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1938 HIBISCUS ST,CORONA,CA,92882,1,1
CE01-1308,11/19/2001 12:00:00 AM,11/15/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1938 HIBISCUS ST,,,,1,1
CE13-0958,9/3/2013 12:00:00 AM,11/1/2013 12:00:00 AM,CODE ENFORCEMENT,,494 BRISTOL WY ,,,,1,1
CE2017-0493,11/16/2017 12:00:00 AM,1/25/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,4181 CROWN RANCH RD,CORONA,CA,92881,1,1
CC25-0653,5/13/2025 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,4050 LESTER AVE,CORONA,CA,92881,1,0
CE22-0721,5/26/2022 12:00:00 AM,10/28/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,4050 LESTER AVE,CORONA,CA,92881,1,1
CE03-1269,12/9/2003 12:00:00 AM,3/22/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,706 S BELLE AV     ,,,,1,1
CE11-0630,6/20/2011 12:00:00 AM,8/18/2011 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,3242 STONEBERRY LN     ,,,,1,1
CE11-0903,8/18/2011 12:00:00 AM,2/16/2012 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1472 LABRADOR CI     ,,,,1,1
CE18-0554,4/28/2018 12:00:00 AM,5/9/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3242 STONEBERRY LN,CORONA,CA,92882,1,1
CE20-1379,12/7/2020 12:00:00 AM,12/15/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,342 SIERRA MADRE WAY,CORONA,CA,92881,1,1
CC23-1741,12/5/2023 12:00:00 AM,1/14/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2494 MACBETH AVE,CORONA,CA,92882,1,1
CE03-0174,3/3/2003 12:00:00 AM,3/13/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,2494 MACBETH AV,,,,1,1
CE04-0400,3/29/2004 12:00:00 AM,4/30/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,812 HOMESTEAD RD     ,,,,1,1
CE05-0196,2/25/2005 12:00:00 AM,3/4/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,2494 MACBETH AV     ,,,,1,1
CE05-0872,9/23/2005 12:00:00 AM,12/19/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,1911 LYNWOOD CI     ,,,,1,1
CE11-0055,1/25/2011 12:00:00 AM,4/28/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,1911 LYNWOOD CI     ,,,,1,1
CE18-1435,10/11/2018 12:00:00 AM,10/19/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1035 MANDEVILLA WY,CORONA,CA,92879,1,1
CC23-1087,7/17/2023 12:00:00 AM,7/25/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3215 TIMBERLINE DR,CORONA,CA,92882,1,1
CC25-0055,1/13/2025 12:00:00 AM,2/14/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3215 TIMBERLINE DR,CORONA,CA,92882,1,1
CE04-1050,8/10/2004 12:00:00 AM,8/16/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,800 BLOCK OF PARKRIDGE,,,,1,1
CE11-1110,10/20/2011 12:00:00 AM,12/6/2011 12:00:00 AM,CODE ENFORCEMENT,AVA,1611 BRENTWOOD DR     ,,,,1,1
CE04-0066,1/21/2004 12:00:00 AM,1/23/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,926 AMHERST ST     ,,,,1,1
CE02-0367,4/1/2002 12:00:00 AM,4/24/2002 12:00:00 AM,CODE ENFORCEMENT,USE,926 AMHERST ST,,,,1,1
CE03-0924,9/4/2003 12:00:00 AM,9/5/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,926 AMHERST ST,,,,1,1
CE05-0280,2/24/2005 12:00:00 AM,3/23/2005 12:00:00 AM,CODE ENFORCEMENT,USE,926 AMHERST,,,,1,1
CE05-0002,12/27/2004 12:00:00 AM,2/4/2005 12:00:00 AM,CODE ENFORCEMENT,USE,926 AMHERST ST     ,,,,1,1
CE99-1315,10/17/2000 12:00:00 AM,12/19/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,918 E FRANCIS ST,,,,1,1
CE15-0092,2/5/2015 12:00:00 AM,4/1/2015 12:00:00 AM,CODE ENFORCEMENT,,1155 DALGETY ST ,,,,1,1
CC23-0752,5/22/2023 12:00:00 AM,6/2/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,660 BIRCHWOOD LN,CORONA,CA,92882,1,1
CC24-0608,5/1/2024 12:00:00 AM,5/21/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,660 BIRCHWOOD LN,CORONA,CA,92882,1,1
CE05-0842,9/15/2005 12:00:00 AM,2/8/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,NELSON / KEITH (CORNER LOT),,,,1,1
CE11-0225,3/15/2011 12:00:00 AM,4/6/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,660 BIRCHWOOD LN     ,,,,1,1
CE12-0066,1/23/2012 12:00:00 AM,11/29/2012 12:00:00 AM,CODE ENFORCEMENT,,NELSON / KEITH (CORNER LOT),,,,1,1
CE12-0325,3/28/2012 12:00:00 AM,5/8/2012 12:00:00 AM,CODE ENFORCEMENT,,660 BIRCHWOOD LN     ,,,,1,1
CE13-0109,2/19/2013 12:00:00 AM,3/7/2013 12:00:00 AM,CODE ENFORCEMENT,,660 BIRCHWOOD LN     ,,,,1,1
CE15-0726,7/27/2015 12:00:00 AM,9/17/2015 12:00:00 AM,CODE ENFORCEMENT,,660 BIRCHWOOD LN ,,,,1,1
CE14-0142,2/21/2014 12:00:00 AM,2/25/2014 12:00:00 AM,CODE ENFORCEMENT,,660 BIRCHWOOD LN ,,,,1,1
CE16-1375,10/17/2016 12:00:00 AM,2/22/2018 12:00:00 AM,CODE ENFORCEMENT,,660 BIRCHWOOD LN,,,,1,1
CE18-1075,7/27/2018 12:00:00 AM,10/11/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,660 BIRCHWOOD LN,CORONA,CA,92882,1,1
CE18-1716,12/17/2018 12:00:00 AM,5/29/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,660 BIRCHWOOD LN,CORONA,CA,92882,1,1
CC25-1208,8/5/2025 12:00:00 AM,8/20/2025 12:00:00 AM,CODE ENFORCEMENT,PROPERTY MAINTENANCE,979 FORD ST,CORONA,CA,92879,1,1
CE02-0425,4/11/2002 12:00:00 AM,4/18/2002 12:00:00 AM,CODE ENFORCEMENT,DEVEL,2284 PATRIOT WY,,,,1,1
CE02-0496,4/30/2002 12:00:00 AM,5/20/2002 12:00:00 AM,CODE ENFORCEMENT,MULTI,2284 PATRIOT WY,,,,1,1
CE02-0746,7/2/2002 12:00:00 AM,7/18/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,2284 PATRIOT WY,,,,1,1
CE06-0347,5/1/2006 12:00:00 AM,6/13/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1405 HEARTHSIDE DR,CORONA,CA,92882,1,1
CE18-0258,3/2/2018 12:00:00 AM,12/28/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1372 MISTY STREAM WY,CORONA,CA,92881,1,1
CE20-0792,8/3/2020 12:00:00 AM,2/23/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1405 HEARTHSIDE DR,CORONA,CA,92882,1,1
CE05-0910,10/10/2005 12:00:00 AM,10/12/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,1786 MYRTLE ST     ,,,,1,1
CE07-0118,1/18/2007 12:00:00 AM,3/9/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,426 W KENDALL ST     ,,,,1,1
CE13-0608,6/17/2013 12:00:00 AM,8/12/2013 12:00:00 AM,CODE ENFORCEMENT,,1688 BEL AIR ST,CORONA,CA,92881,1,1
CE15-0775,8/10/2015 12:00:00 AM,10/12/2015 12:00:00 AM,CODE ENFORCEMENT,,1786 MYRTLE ST ,,,,1,1
CE17-0774,6/14/2017 12:00:00 AM,10/24/2017 12:00:00 AM,CODE ENFORCEMENT,,1786 MYRTLE ST,,,,1,1
CE22-1015,7/6/2022 12:00:00 AM,4/26/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1688 BEL AIR ST,CORONA,CA,92881,1,1
CE11-0653,6/28/2011 12:00:00 AM,6/29/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,917 E GRAND BL     ,,,,1,1
CE13-1168,11/1/2013 12:00:00 AM,12/3/2013 12:00:00 AM,CODE ENFORCEMENT,,3182 SAGEWOOD LN ,,,,1,1
CE17-0201,2/22/2017 12:00:00 AM,4/19/2017 12:00:00 AM,CODE ENFORCEMENT,,917 E GRAND BL ,,,,1,1
CE20-1138,10/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,917 E GRAND BLVD,CORONA,CA,92879,1,1
CE05-0331,4/6/2005 12:00:00 AM,5/23/2005 12:00:00 AM,CODE ENFORCEMENT,DEVEL,2508 DAKIN DR     ,,,,1,1
CE16-1361,10/3/2016 12:00:00 AM,10/17/2016 12:00:00 AM,CODE ENFORCEMENT,,1491 DYER WY ,,,,1,1
CE01-0762,8/7/2001 12:00:00 AM,8/16/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,2870 AMBER DR,,,,1,1
CC25-1623,10/13/2025 12:00:00 AM,,CODE ENFORCEMENT,PROPERTY MAINTENANCE,312 E CITRON ST,CORONA,CA,92879,1,0
CE05-0668,8/15/2005 12:00:00 AM,11/8/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,2104 W ONTARIO AV     ,,,,1,1
CE10-0711,6/16/2010 12:00:00 AM,7/13/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,312 E CITRON ST     ,,,,1,1
CE18-0584,5/2/2018 12:00:00 AM,6/27/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,312 E CITRON ST,CORONA,CA,92879,1,1
CC23-0791,5/24/2023 12:00:00 AM,6/1/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,529 MAGNOLIA AVE,CORONA,CA,92879,1,1
CE09-0328,3/30/2009 12:00:00 AM,5/21/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,529 MAGNOLIA AV     ,,,,1,1
CC23-1442,9/26/2023 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1497 TEAKWOOD PL,CORONA,CA,92880,1,0
CC23-1762,12/7/2023 12:00:00 AM,1/25/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1497 TEAKWOOD PL,CORONA,CA,92880,1,1
CE05-0592,7/1/2005 12:00:00 AM,5/9/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1497 TEAKWOOD PL     ,,,,1,1
CE11-0994,9/12/2011 12:00:00 AM,10/27/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,1497 TEAKWOOD PL     ,,,,1,1
CE11-1217,12/8/2011 12:00:00 AM,2/29/2012 12:00:00 AM,CODE ENFORCEMENT,AVA,980 OAKDALE ST     ,,,,1,1
CE18-0535,4/26/2018 12:00:00 AM,5/2/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1497 TEAKWOOD PL,CORONA,CA,92880,1,1
CE2017-0419,10/25/2017 12:00:00 AM,2/1/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1497 TEAKWOOD PL,CORONA,CA,92880,1,1
CC24-0550,4/23/2024 12:00:00 AM,4/30/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1039 CIRCLE CITY DR,CORONA,CA,92879,1,1
CC24-0590,4/29/2024 12:00:00 AM,6/22/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,535 HAYES CIR,CORONA,CA,92879,1,1
CE16-0369,4/1/2016 12:00:00 AM,5/2/2016 12:00:00 AM,CODE ENFORCEMENT,,1039 CIRCLE CITY DR ,,,,1,1
CE22-0958,6/28/2022 12:00:00 AM,1/6/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,535 HAYES CIR,CORONA,CA,92879,1,1
CC23-1755,12/7/2023 12:00:00 AM,1/16/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1177 ACAPULCO CIR,CORONA,CA,92882,1,1
CE03-0764,7/28/2003 12:00:00 AM,8/28/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,2209 COACHMAN CI,,,,1,1
CE06-0545,7/6/2006 12:00:00 AM,7/11/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,894 COTTONWOOD ST     ,,,,1,1
CE07-1279,8/2/2007 12:00:00 AM,4/9/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,894 COTTONWOOD ST     ,,,,1,1
CE08-1004,7/23/2008 12:00:00 AM,1/26/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,2209 COACHMAN CI     ,,,,1,1
CE09-0731,6/10/2009 12:00:00 AM,4/1/2010 12:00:00 AM,CODE ENFORCEMENT,DEVEL,894 COTTONWOOD ST     ,,,,1,1
CE10-0741,6/24/2010 12:00:00 AM,9/29/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,894 COTTONWOOD ST     ,,,,1,1
CE2017-0529,12/5/2017 12:00:00 AM,12/5/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1178 OLD HICKORY RD,CORONA,CA,92882,1,1
CE21-0003,1/5/2021 12:00:00 AM,6/10/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1177 ACAPULCO CIR,CORONA,CA,92882,1,1
CE02-1334,11/5/2002 12:00:00 AM,12/3/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,413 E GRAND BL,,,,1,1
CE02-1335,11/5/2002 12:00:00 AM,9/5/2007 12:00:00 AM,CODE ENFORCEMENT,MULTI,413 E GRAND BL,,,,1,1
CE13-0070,1/31/2013 12:00:00 AM,10/29/2013 12:00:00 AM,CODE ENFORCEMENT,,2878 LA VISTA AV     ,,,,1,1
CE14-0858,8/7/2014 12:00:00 AM,9/23/2014 12:00:00 AM,CODE ENFORCEMENT,,2878 LA VISTA AV ,,,,1,1
CE99-1130,8/10/2000 12:00:00 AM,8/29/2000 12:00:00 AM,CODE ENFORCEMENT,DEVEL,445 YOSEMITE CR,,,,1,1
CC25-0575,5/4/2025 12:00:00 AM,6/2/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,441 PIKE DR,CORONA,CA,92879,1,1
CE02-0604,5/23/2002 12:00:00 AM,6/3/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,441 PIKE DR,,,,1,1
CE08-0762,5/20/2008 12:00:00 AM,5/21/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1417 NORMANDY TERRACE,,,,1,1
CE09-0492,4/23/2009 12:00:00 AM,4/28/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,1417 NORMANDY TERRACE,,,,1,1
CE18-1322,9/19/2018 12:00:00 AM,8/5/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1417 S NORMANDY TERRACE,CORONA,CA,92882,1,1
CE22-1288,8/24/2022 12:00:00 AM,2/22/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,441 PIKE DR,CORONA,CA,92879,1,1
CC25-0502,4/22/2025 12:00:00 AM,5/23/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1043 QUARRY ST,CORONA,CA,92879,1,1
CE07-0018,1/4/2007 12:00:00 AM,2/1/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1064 WESTBROOK ST     ,,,,1,1
CE04-1355,10/28/2004 12:00:00 AM,11/15/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,1064 WESTBROOK ST     ,,,,1,1
CE09-0661,5/27/2009 12:00:00 AM,,CODE ENFORCEMENT,VEND,1043 QUARRY ST     ,,,,1,0
CE21-0695,6/16/2021 12:00:00 AM,3/10/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2398 MANZANITA RD,CORONA,CA,92882,1,1
CC23-0139,2/7/2023 12:00:00 AM,2/21/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1810 MYRTLE ST,CORONA,CA,92880,1,1
CC25-1090,7/17/2025 12:00:00 AM,,CODE ENFORCEMENT,PROPERTY MAINTENANCE,1208 PALM AVE,CORONA,CA,92879,1,0
CE07-1922,11/27/2007 12:00:00 AM,1/23/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 PALM AV     ,,,,1,1
CE13-0814,7/25/2013 12:00:00 AM,7/30/2013 12:00:00 AM,CODE ENFORCEMENT,,1208 PALM AV ,,,,1,1
CE16-0510,5/6/2016 12:00:00 AM,8/24/2016 12:00:00 AM,CODE ENFORCEMENT,,1208 PALM AV ,,,,1,1
CE21-0803,7/19/2021 12:00:00 AM,7/28/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2424 MANGULAR AVE,CORONA,CA,92882,1,1
CE2017-0032,8/4/2017 12:00:00 AM,9/7/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,4308 CROWN RANCH RD,CORONA,CA,92881,1,1
CE02-0277,3/4/2002 12:00:00 AM,6/7/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1146 ACACIA ST,,,,1,1
CE03-0374,4/21/2003 12:00:00 AM,8/26/2003 12:00:00 AM,CODE ENFORCEMENT,USE,1874 CHESAPEAKE WY,,,,1,1
CE02-0860,7/31/2002 12:00:00 AM,8/5/2002 12:00:00 AM,CODE ENFORCEMENT,USE,488 N MAIN ST,,,,1,1
CE02-1150,9/25/2002 12:00:00 AM,12/5/2002 12:00:00 AM,CODE ENFORCEMENT,USE,1874 CHESAPEAKE WY,,,,1,1
CE04-0856,6/28/2004 12:00:00 AM,11/24/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,488 N MAIN ST     ,,,,1,1
CE06-1303,12/21/2006 12:00:00 AM,12/30/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1146 ACACIA ST     ,,,,1,1
CE19-1081,9/16/2019 12:00:00 AM,6/25/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,785 E HARRISON ST,CORONA,CA,92879,1,1
CE99-1207,9/5/2000 12:00:00 AM,9/6/2000 12:00:00 AM,CODE ENFORCEMENT,USE,488 N MAIN ST,,,,1,1
CE10-0665,6/3/2010 12:00:00 AM,6/29/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,1874 CHESAPEAKE WY     ,,,,1,1
CE09-1410,10/28/2009 12:00:00 AM,11/5/2009 12:00:00 AM,CODE ENFORCEMENT,USE,488 N MAIN ST     ,,,,1,1
CE10-0118,1/28/2010 12:00:00 AM,2/12/2010 12:00:00 AM,CODE ENFORCEMENT,SIGN,488 N MAIN ST     ,,,,1,1
CE10-1053,9/23/2010 12:00:00 AM,9/28/2010 12:00:00 AM,CODE ENFORCEMENT,SIGN,785 E HARRISON ST     ,,,,1,1
CE12-0704,7/11/2012 12:00:00 AM,3/18/2014 12:00:00 AM,CODE ENFORCEMENT,,1146 ACACIA ST     ,,,,1,1
CE17-0131,2/13/2017 12:00:00 AM,1/7/2018 12:00:00 AM,CODE ENFORCEMENT,,785 E HARRISON ST,,,,1,1
CE05-0545,6/20/2005 12:00:00 AM,1/9/2007 12:00:00 AM,CODE ENFORCEMENT,DEVEL,785 E HARRISON ST     ,,,,1,1
CE06-0582,6/25/2006 12:00:00 AM,6/26/2006 12:00:00 AM,CODE ENFORCEMENT,SIGN,488 N MAIN ST     ,,,,1,1
CE07-1047,7/5/2007 12:00:00 AM,1/18/2008 12:00:00 AM,CODE ENFORCEMENT,USE,1874 CHESAPEAKE WY     ,,,,1,1
CE08-0578,4/24/2008 12:00:00 AM,7/17/2009 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1874 CHESAPEAKE WY     ,,,,1,1
CE08-1066,7/26/2008 12:00:00 AM,8/16/2008 12:00:00 AM,CODE ENFORCEMENT,USE,488 N MAIN ST     ,,,,1,1
CE08-0799,5/30/2008 12:00:00 AM,5/30/2008 12:00:00 AM,CODE ENFORCEMENT,USE,488 N MAIN ST     ,,,,1,1
CE10-0217,2/23/2010 12:00:00 AM,5/11/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,1810 YUCCA DR     ,,,,1,1
CE02-0298,3/6/2002 12:00:00 AM,4/24/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1042 E THIRD ST,,,,1,1
CE04-1416,11/30/2004 12:00:00 AM,12/16/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,1042 E THIRD ST     ,,,,1,1
CE04-1323,10/20/2004 12:00:00 AM,11/3/2004 12:00:00 AM,CODE ENFORCEMENT,USE,1042 E THIRD ST     ,,,,1,1
CE07-0416,3/13/2007 12:00:00 AM,4/6/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1042 E THIRD ST     ,,,,1,1
CE15-1155,11/4/2015 12:00:00 AM,2/22/2016 12:00:00 AM,CODE ENFORCEMENT,,1042 E THIRD ST ,,,,1,1
CE18-1630,11/27/2018 12:00:00 AM,6/24/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1042 E THIRD ST,CORONA,CA,92879,1,1
